Demand_id,Path,Transponder-100,Transponder-200,Transponder-400
ElPaso-NewYork,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",1,0,1
ElPaso-Montreal,"['ElPaso', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,0,1
ElPaso-Charlotte,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte']",1,0,0
ElPaso-NewOrleans,"['ElPaso', 'Houston', 'NewOrleans']",0,1,0
ElPaso-Boston,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",0,0,1
ElPaso-Atlanta,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Atlanta']",1,0,1
ElPaso-Miami,"['ElPaso', 'Houston', 'NewOrleans', 'Miami']",2,0,0
ElPaso-WashingtonDC,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC']",2,0,0
ElPaso-Philadelphia,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia']",0,0,1
ElPaso-Toronto,"['ElPaso', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,0,1
ElPaso-Pittsburgh,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,0,1
ElPaso-Cincinnati,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",1,0,0
ElPaso-Tampa,"['ElPaso', 'Dallas', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,0,1
ElPaso-Memphis,"['ElPaso', 'Dallas', 'Memphis']",0,1,0
ElPaso-Winnipeg,"['ElPaso', 'Dallas', 'OklahomaCity', 'KansasCity', 'Minneapolis', 'Winnipeg']",0,0,1
ElPaso-Calgary,"['ElPaso', 'Phoenix', 'LasVegas', 'SaltLakeCity', 'Calgary']",1,0,0
ElPaso-Seattle,"['ElPaso', 'Phoenix', 'LasVegas', 'SaltLakeCity', 'Portland', 'Seattle']",0,1,0
ElPaso-Portland,"['ElPaso', 'Phoenix', 'LasVegas', 'SaltLakeCity', 'Portland']",0,0,1
ElPaso-Sacrameto,"['ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto']",1,0,0
ElPaso-Phoenix,"['ElPaso', 'Phoenix']",0,0,1
ElPaso-SanDiego,"['ElPaso', 'Phoenix', 'SanDiego']",0,0,1
Dallas-Vancouver,"['Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",2,1,0
Dallas-LosAngeles,"['Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",10,7,5
Dallas-SanFrancisco,"['Dallas', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto', 'SanFrancisco']",2,3,2
Dallas-LasVegas,"['Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",0,0,2
Dallas-SaltLakeCity,"['Dallas', 'Denver', 'SaltLakeCity']",0,1,1
Dallas-ElPaso,"['Dallas', 'ElPaso']",0,0,1
Dallas-Houston,"['Dallas', 'Houston']",10,8,12
Dallas-OklahomaCity,"['Dallas', 'OklahomaCity']",1,5,1
Dallas-Minneapolis,"['Dallas', 'OklahomaCity', 'KansasCity', 'Minneapolis']",4,1,2
Dallas-KansasCity,"['Dallas', 'OklahomaCity', 'KansasCity']",0,1,3
Dallas-Denver,"['Dallas', 'Denver']",0,0,3
Dallas-Chicago,"['Dallas', 'Memphis', 'StLouis', 'Chicago']",10,1,6
Dallas-Indianapolis,"['Dallas', 'Memphis', 'Nashville', 'Indianapolis']",5,0,1
Dallas-Detroit,"['Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit']",2,6,1
Dallas-StLouis,"['Dallas', 'Memphis', 'StLouis']",3,6,0
Dallas-Nashville,"['Dallas', 'Memphis', 'Nashville']",0,2,1
Dallas-Cleveland,"['Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",0,2,2
Dallas-NewYork,"['Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",10,6,8
Dallas-Montreal,"['Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",2,2,1
Dallas-Charlotte,"['Dallas', 'Memphis', 'Nashville', 'Charlotte']",0,1,1
Dallas-NewOrleans,"['Dallas', 'Houston', 'NewOrleans']",1,2,1
Dallas-Boston,"['Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",6,1,1
Dallas-Atlanta,"['Dallas', 'Memphis', 'Nashville', 'Atlanta']",5,3,3
Dallas-Miami,"['Dallas', 'Houston', 'NewOrleans', 'Miami']",2,2,3
Dallas-WashingtonDC,"['Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC']",5,3,3
Dallas-Philadelphia,"['Dallas', 'Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia']",5,3,1
Dallas-Toronto,"['Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",3,3,1
Dallas-Pittsburgh,"['Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,2,1
Dallas-Cincinnati,"['Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",2,0,2
Dallas-Tampa,"['Dallas', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",5,0,1
Dallas-Memphis,"['Dallas', 'Memphis']",2,2,1
Dallas-Winnipeg,"['Dallas', 'OklahomaCity', 'KansasCity', 'Minneapolis', 'Winnipeg']",2,0,0
Dallas-Calgary,"['Dallas', 'Denver', 'SaltLakeCity', 'Calgary']",2,1,0
Dallas-Seattle,"['Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",0,4,0
Dallas-Portland,"['Dallas', 'Denver', 'SaltLakeCity', 'Portland']",1,1,1
Dallas-Sacrameto,"['Dallas', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto']",0,0,2
Dallas-Phoenix,"['Dallas', 'ElPaso', 'Phoenix']",0,6,1
Dallas-SanDiego,"['Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",2,3,0
Houston-Vancouver,"['Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",1,1,1
Houston-LosAngeles,"['Houston', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",1,4,7
Houston-SanFrancisco,"['Houston', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto', 'SanFrancisco']",1,4,2
Houston-LasVegas,"['Houston', 'ElPaso', 'Phoenix', 'LasVegas']",0,0,1
Houston-SaltLakeCity,"['Houston', 'Dallas', 'Denver', 'SaltLakeCity']",0,1,1
Houston-ElPaso,"['Houston', 'ElPaso']",0,2,0
Houston-Dallas,"['Houston', 'Dallas']",15,12,8
Houston-OklahomaCity,"['Houston', 'Dallas', 'OklahomaCity']",5,1,0
Houston-Minneapolis,"['Houston', 'Dallas', 'OklahomaCity', 'KansasCity', 'Minneapolis']",3,1,1
Houston-KansasCity,"['Houston', 'Dallas', 'OklahomaCity', 'KansasCity']",2,0,2
Houston-Denver,"['Houston', 'Dallas', 'Denver']",2,1,2
Houston-Chicago,"['Houston', 'Dallas', 'Memphis', 'StLouis', 'Chicago']",5,4,4
Houston-Indianapolis,"['Houston', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis']",0,1,1
Houston-Detroit,"['Houston', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit']",2,2,2
Houston-StLouis,"['Houston', 'Dallas', 'Memphis', 'StLouis']",1,2,2
Houston-Nashville,"['Houston', 'Dallas', 'Memphis', 'Nashville']",0,1,1
Houston-Cleveland,"['Houston', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",2,1,1
Houston-NewYork,"['Houston', 'NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",7,6,7
Houston-Montreal,"['Houston', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,0,2
Houston-Charlotte,"['Houston', 'NewOrleans', 'Atlanta', 'Charlotte']",1,0,1
Houston-NewOrleans,"['Houston', 'NewOrleans']",1,0,3
Houston-Boston,"['Houston', 'NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",1,3,1
Houston-Atlanta,"['Houston', 'NewOrleans', 'Atlanta']",2,3,3
Houston-Miami,"['Houston', 'NewOrleans', 'Miami']",3,4,2
Houston-WashingtonDC,"['Houston', 'NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC']",2,3,3
Houston-Philadelphia,"['Houston', 'NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia']",1,4,1
Houston-Toronto,"['Houston', 'Dallas', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",1,1,2
Houston-Pittsburgh,"['Houston', 'NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Pittsburgh']",1,1,1
Houston-Cincinnati,"['Houston', 'Dallas', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",0,1,2
Houston-Tampa,"['Houston', 'NewOrleans', 'Atlanta', 'Tampa']",1,4,0
Houston-Memphis,"['Houston', 'Dallas', 'Memphis']",0,2,1
Houston-Winnipeg,"['Houston', 'Dallas', 'OklahomaCity', 'KansasCity', 'Minneapolis', 'Winnipeg']",2,0,0
Houston-Calgary,"['Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Calgary']",1,0,1
Houston-Seattle,"['Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",3,1,1
Houston-Portland,"['Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland']",2,0,1
Houston-Sacrameto,"['Houston', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto']",0,0,1
Houston-Phoenix,"['Houston', 'ElPaso', 'Phoenix']",1,3,1
Houston-SanDiego,"['Houston', 'ElPaso', 'Phoenix', 'SanDiego']",1,1,1
OklahomaCity-Vancouver,"['OklahomaCity', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",0,1,0
OklahomaCity-LosAngeles,"['OklahomaCity', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",0,5,0
OklahomaCity-SanFrancisco,"['OklahomaCity', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,2,0
OklahomaCity-LasVegas,"['OklahomaCity', 'Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",0,0,1
OklahomaCity-SaltLakeCity,"['OklahomaCity', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,0
OklahomaCity-ElPaso,"['OklahomaCity', 'Dallas', 'ElPaso']",0,1,0
OklahomaCity-Dallas,"['OklahomaCity', 'Dallas']",3,2,2
OklahomaCity-Houston,"['OklahomaCity', 'Dallas', 'Houston']",4,0,1
OklahomaCity-Minneapolis,"['OklahomaCity', 'KansasCity', 'Minneapolis']",4,0,0
OklahomaCity-KansasCity,"['OklahomaCity', 'KansasCity']",3,0,1
OklahomaCity-Denver,"['OklahomaCity', 'KansasCity', 'Denver']",1,0,1
OklahomaCity-Chicago,"['OklahomaCity', 'KansasCity', 'StLouis', 'Chicago']",1,2,2
OklahomaCity-Indianapolis,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis']",0,0,1
OklahomaCity-Detroit,"['OklahomaCity', 'KansasCity', 'StLouis', 'Chicago', 'Detroit']",1,0,1
OklahomaCity-StLouis,"['OklahomaCity', 'KansasCity', 'StLouis']",2,2,0
OklahomaCity-Nashville,"['OklahomaCity', 'Dallas', 'Memphis', 'Nashville']",0,0,1
OklahomaCity-Cleveland,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland']",1,1,0
OklahomaCity-NewYork,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",1,1,3
OklahomaCity-Montreal,"['OklahomaCity', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",1,1,0
OklahomaCity-Charlotte,"['OklahomaCity', 'Dallas', 'Memphis', 'Nashville', 'Charlotte']",0,1,0
OklahomaCity-NewOrleans,"['OklahomaCity', 'Dallas', 'Houston', 'NewOrleans']",1,1,0
OklahomaCity-Boston,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",0,2,0
OklahomaCity-Atlanta,"['OklahomaCity', 'Dallas', 'Memphis', 'Nashville', 'Atlanta']",1,0,1
OklahomaCity-Miami,"['OklahomaCity', 'Dallas', 'Houston', 'NewOrleans', 'Miami']",0,0,1
OklahomaCity-WashingtonDC,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",0,1,1
OklahomaCity-Philadelphia,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",0,2,0
OklahomaCity-Toronto,"['OklahomaCity', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,2,0
OklahomaCity-Pittsburgh,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",1,0,1
OklahomaCity-Cincinnati,"['OklahomaCity', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati']",1,0,1
OklahomaCity-Tampa,"['OklahomaCity', 'Dallas', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,1,0
OklahomaCity-Memphis,"['OklahomaCity', 'Dallas', 'Memphis']",2,1,0
OklahomaCity-Winnipeg,"['OklahomaCity', 'KansasCity', 'Minneapolis', 'Winnipeg']",0,0,1
OklahomaCity-Calgary,"['OklahomaCity', 'KansasCity', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
OklahomaCity-Seattle,"['OklahomaCity', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",2,0,0
OklahomaCity-Portland,"['OklahomaCity', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",1,0,0
OklahomaCity-Sacrameto,"['OklahomaCity', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,0
OklahomaCity-Phoenix,"['OklahomaCity', 'Dallas', 'ElPaso', 'Phoenix']",0,1,1
OklahomaCity-SanDiego,"['OklahomaCity', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",0,1,0
Minneapolis-Vancouver,"['Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",1,0,1
Minneapolis-LosAngeles,"['Minneapolis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",5,6,2
Minneapolis-SanFrancisco,"['Minneapolis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",3,1,1
Minneapolis-LasVegas,"['Minneapolis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,1,1
Minneapolis-SaltLakeCity,"['Minneapolis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,0,1
Minneapolis-ElPaso,"['Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas', 'ElPaso']",0,0,1
Minneapolis-Dallas,"['Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas']",1,2,2
Minneapolis-Houston,"['Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas', 'Houston']",4,0,2
Minneapolis-OklahomaCity,"['Minneapolis', 'KansasCity', 'OklahomaCity']",0,0,1
Minneapolis-KansasCity,"['Minneapolis', 'KansasCity']",5,2,0
Minneapolis-Denver,"['Minneapolis', 'KansasCity', 'Denver']",2,1,1
Minneapolis-Chicago,"['Minneapolis', 'Chicago']",14,8,5
Minneapolis-Indianapolis,"['Minneapolis', 'Chicago', 'Indianapolis']",0,1,1
Minneapolis-Detroit,"['Minneapolis', 'Chicago', 'Detroit']",5,5,1
Minneapolis-StLouis,"['Minneapolis', 'Chicago', 'StLouis']",5,1,1
Minneapolis-Nashville,"['Minneapolis', 'Chicago', 'Indianapolis', 'Nashville']",2,0,1
Minneapolis-Cleveland,"['Minneapolis', 'Chicago', 'Detroit', 'Cleveland']",3,1,1
Minneapolis-NewYork,"['Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork']",10,7,4
Minneapolis-Montreal,"['Minneapolis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,2,1
Minneapolis-Charlotte,"['Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Charlotte']",0,1,1
Minneapolis-NewOrleans,"['Minneapolis', 'Chicago', 'StLouis', 'Memphis', 'NewOrleans']",0,0,1
Minneapolis-Boston,"['Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork', 'Boston']",3,2,1
Minneapolis-Atlanta,"['Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta']",1,1,2
Minneapolis-Miami,"['Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa', 'Miami']",0,2,1
Minneapolis-WashingtonDC,"['Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",1,3,2
Minneapolis-Philadelphia,"['Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",3,2,1
Minneapolis-Toronto,"['Minneapolis', 'Chicago', 'Detroit', 'Toronto']",2,1,2
Minneapolis-Pittsburgh,"['Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh']",0,0,2
Minneapolis-Cincinnati,"['Minneapolis', 'Chicago', 'Indianapolis', 'Cincinnati']",0,1,1
Minneapolis-Tampa,"['Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa']",3,1,0
Minneapolis-Memphis,"['Minneapolis', 'Chicago', 'StLouis', 'Memphis']",1,2,0
Minneapolis-Winnipeg,"['Minneapolis', 'Winnipeg']",0,0,1
Minneapolis-Calgary,"['Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
Minneapolis-Seattle,"['Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,0,2
Minneapolis-Portland,"['Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle', 'Portland']",0,0,1
Minneapolis-Sacrameto,"['Minneapolis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",1,1,0
Minneapolis-Phoenix,"['Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas', 'ElPaso', 'Phoenix']",0,0,2
Minneapolis-SanDiego,"['Minneapolis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",2,1,0
KansasCity-Vancouver,"['KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",2,0,0
KansasCity-LosAngeles,"['KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",1,2,3
KansasCity-SanFrancisco,"['KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",1,1,1
KansasCity-LasVegas,"['KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,0,1
KansasCity-SaltLakeCity,"['KansasCity', 'Denver', 'SaltLakeCity']",0,0,1
KansasCity-ElPaso,"['KansasCity', 'OklahomaCity', 'Dallas', 'ElPaso']",1,0,0
KansasCity-Dallas,"['KansasCity', 'OklahomaCity', 'Dallas']",1,4,1
KansasCity-Houston,"['KansasCity', 'OklahomaCity', 'Dallas', 'Houston']",4,1,1
KansasCity-OklahomaCity,"['KansasCity', 'OklahomaCity']",0,3,0
KansasCity-Minneapolis,"['KansasCity', 'Minneapolis']",0,3,1
KansasCity-Denver,"['KansasCity', 'Denver']",2,1,1
KansasCity-Chicago,"['KansasCity', 'StLouis', 'Chicago']",4,4,3
KansasCity-Indianapolis,"['KansasCity', 'StLouis', 'Indianapolis']",3,1,0
KansasCity-Detroit,"['KansasCity', 'StLouis', 'Chicago', 'Detroit']",3,1,1
KansasCity-StLouis,"['KansasCity', 'StLouis']",2,0,3
KansasCity-Nashville,"['KansasCity', 'StLouis', 'Memphis', 'Nashville']",0,2,0
KansasCity-Cleveland,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland']",1,0,1
KansasCity-NewYork,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",2,1,5
KansasCity-Montreal,"['KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",2,0,1
KansasCity-Charlotte,"['KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Charlotte']",1,1,0
KansasCity-NewOrleans,"['KansasCity', 'StLouis', 'Memphis', 'NewOrleans']",1,0,1
KansasCity-Boston,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",2,1,1
KansasCity-Atlanta,"['KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta']",4,2,0
KansasCity-Miami,"['KansasCity', 'StLouis', 'Memphis', 'NewOrleans', 'Miami']",1,0,1
KansasCity-WashingtonDC,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",4,1,1
KansasCity-Philadelphia,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",0,0,2
KansasCity-Toronto,"['KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,1,1
KansasCity-Pittsburgh,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,0,1
KansasCity-Cincinnati,"['KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati']",1,1,1
KansasCity-Tampa,"['KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,2,0
KansasCity-Memphis,"['KansasCity', 'StLouis', 'Memphis']",2,1,0
KansasCity-Winnipeg,"['KansasCity', 'Minneapolis', 'Winnipeg']",1,0,0
KansasCity-Calgary,"['KansasCity', 'Minneapolis', 'Winnipeg', 'Calgary']",1,0,0
KansasCity-Seattle,"['KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",0,2,0
KansasCity-Portland,"['KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,1,0
KansasCity-Sacrameto,"['KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,0,1
KansasCity-Phoenix,"['KansasCity', 'OklahomaCity', 'Dallas', 'ElPaso', 'Phoenix']",0,0,1
KansasCity-SanDiego,"['KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",1,0,1
Denver-Vancouver,"['Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",0,1,1
Denver-LosAngeles,"['Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",3,7,3
Denver-SanFrancisco,"['Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",2,2,2
Denver-LasVegas,"['Denver', 'SaltLakeCity', 'LasVegas']",2,1,0
Denver-SaltLakeCity,"['Denver', 'SaltLakeCity']",1,2,0
Denver-ElPaso,"['Denver', 'Dallas', 'ElPaso']",0,0,1
Denver-Dallas,"['Denver', 'Dallas']",2,3,1
Denver-Houston,"['Denver', 'Dallas', 'Houston']",1,3,1
Denver-OklahomaCity,"['Denver', 'KansasCity', 'OklahomaCity']",0,0,1
Denver-Minneapolis,"['Denver', 'KansasCity', 'Minneapolis']",1,1,1
Denver-KansasCity,"['Denver', 'KansasCity']",3,1,0
Denver-Chicago,"['Denver', 'KansasCity', 'StLouis', 'Chicago']",0,4,2
Denver-Indianapolis,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis']",0,0,1
Denver-Detroit,"['Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit']",2,2,1
Denver-StLouis,"['Denver', 'KansasCity', 'StLouis']",1,0,1
Denver-Nashville,"['Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville']",1,0,1
Denver-Cleveland,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland']",3,1,0
Denver-NewYork,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",2,4,3
Denver-Montreal,"['Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,0,1
Denver-Charlotte,"['Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Charlotte']",1,0,1
Denver-NewOrleans,"['Denver', 'Dallas', 'Houston', 'NewOrleans']",1,1,0
Denver-Boston,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",0,1,1
Denver-Atlanta,"['Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta']",1,0,2
Denver-Miami,"['Denver', 'Dallas', 'Houston', 'NewOrleans', 'Miami']",0,0,2
Denver-WashingtonDC,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",1,1,2
Denver-Philadelphia,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",0,1,1
Denver-Toronto,"['Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,1,1
Denver-Pittsburgh,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",1,1,0
Denver-Cincinnati,"['Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati']",1,1,0
Denver-Tampa,"['Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,2,0
Denver-Memphis,"['Denver', 'KansasCity', 'StLouis', 'Memphis']",0,1,0
Denver-Winnipeg,"['Denver', 'KansasCity', 'Minneapolis', 'Winnipeg']",0,1,0
Denver-Calgary,"['Denver', 'SaltLakeCity', 'Calgary']",0,0,1
Denver-Seattle,"['Denver', 'SaltLakeCity', 'Portland', 'Seattle']",0,1,1
Denver-Portland,"['Denver', 'SaltLakeCity', 'Portland']",1,1,0
Denver-Sacrameto,"['Denver', 'SaltLakeCity', 'Sacrameto']",0,2,0
Denver-Phoenix,"['Denver', 'SaltLakeCity', 'LasVegas', 'Phoenix']",1,2,1
Denver-SanDiego,"['Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",3,1,0
Chicago-Vancouver,"['Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",3,0,1
Chicago-LosAngeles,"['Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",9,9,8
